school1_alt,school2_alt,school3_alt,lastname,firstname,suffix,name,year1,school2,year2,school3,year3,school4,year4,school5,year5,circuit
Tacoma Law School,,,Bone, Homer Truett,,"Bone, Homer Truett",1911.0,University of Iowa,,,,,,,,Ninth
"University of Nevada, Reno",,,Orr, William Edwin,,"Orr, William Edwin",1912.0,University of Iowa,,,,,,,,Ninth
University of Nebraska,,,Pope, Walter Lyndon,,"Pope, Walter Lyndon",1909.0,University of Chicago,1912.0,,,,,,,Ninth
Stanford University,,,Lemmon, Dal Millington,,"Lemmon, Dal Millington",1908.0,University of Chicago,,,,,,,,Ninth
University of Arizona,,,Chambers, Richard Harvey,,"Chambers, Richard Harvey",1929.0,Stanford University,1932.0,,,,,,,Ninth
Whitman College,,,Fee, James Alger,,"Fee, James Alger",1910.0,Columbia University,1914.0,,,,,,,Ninth
Harvard University,"University of California, Berkeley",,Barnes, Stanley Nelson,,"Barnes, Stanley Nelson",1922.0,"University of California, Berkeley",1925.0,,,,,,,Ninth
University of Washington,,,Hamley, Frederick George,,"Hamley, Frederick George",1932.0,"University of California, Berkeley",,,,,,,,Ninth
"University of California, Berkeley",,,Hamlin, Oliver Deveta,,"Hamlin, Oliver Deveta",1914.0,"University of California, Berkeley",,,,,,,,Ninth
Stanford University,,,Jertberg, Gilbert,,"Jertberg, Gilbert",1920.0,Stanford University,1922.0,,,,,,,Ninth
"University of California, Berkeley",,,Merrill, Charles Merton,,"Merrill, Charles Merton",1928.0,Harvard University,1931.0,,,,,,,Ninth
University of Washington,,,Koelsch, Montgomery Oliver,,"Koelsch, Montgomery Oliver",1932.0,University of Washington,1935.0,,,,,,,Ninth
University of Montana,,,Browning, James Robert,,"Browning, James Robert",1941.0,University of Washington,,,,,,,,Ninth
Carleton College,,,Duniway, Benjamin Cushing,,"Duniway, Benjamin Cushing",1928.0,Stanford University,1931.0,University of Oxford,1933.0,University of Oxford,1964.0,,,Ninth
University of Texas,,,Ely, Walter Raleigh,,"Ely, Walter Raleigh",1935.0,University of Texas,1935.0,University of Southern California,1949.0,University of Oxford,,,,Ninth
Harvard University,Pomona College,,Carter, James Marshall,,"Carter, James Marshall",1924.0,University of Southern California,1927.0,University of Southern California,,,,,,Ninth
University of New Mexico,,,Hufstedler, Shirley Ann Mount,,"Hufstedler, Shirley Ann Mount",1945.0,Stanford University,1949.0,University of Southern California,,,,,,Ninth
University of Washington,,,Wright, Eugene Allen,,"Wright, Eugene Allen",1934.0,University of Washington,1937.0,University of Southern California,,,,,,Ninth
University of Notre Dame,,,Kilkenny, John Francis,,"Kilkenny, John Francis",1925.0,University of Washington,,,,,,,,Ninth
Washburn University,,,Trask, Ozell Miller,,"Trask, Ozell Miller",1931.0,Harvard University,1934.0,,,,,,,Ninth
University of Hawaii,,,Choy, Herbert Young Cho,,"Choy, Herbert Young Cho",1938.0,Harvard University,1941.0,,,,,,,Ninth
University of Oregon,,,Goodwin, Alfred Theodore,,"Goodwin, Alfred Theodore",1947.0,University of Oregon,1951.0,,,,,,,Ninth
San Diego State University,,,Wallace, John Clifford,,"Wallace, John Clifford",1952.0,"University of California, Berkeley",1955.0,,,,,,,Ninth
Southwestern University,,,Sneed, Joseph Tyree III,,"Sneed, Joseph Tyree III",1941.0,University of Texas,1947.0,Harvard University,1958.0,,,,,Ninth
Stanford University,,,Kennedy, Anthony McLeod,,"Kennedy, Anthony McLeod",1958.0,Harvard University,1961.0,Harvard University,,,,,,Ninth
University of Idaho,,,Anderson,,,Anderson,1949.0,Harvard University,,,,,,,,Ninth
"University of Nevada, Reno",,,Hug, Procter Ralph,,"Hug, Procter Ralph",1953.0,Stanford University,1958.0,,,,,,,Ninth
Santa Clara University,,,Tang, Thomas,,"Tang, Thomas",1947.0,University of Arizona,1950.0,,,,,,,Ninth
Willamette University,,,Skopil, Otto Richard,,"Skopil, Otto Richard",1941.0,Willamette University,1946.0,,,,,,,Ninth
Stanford University,,,Fletcher, Betty Binns,,"Fletcher, Betty Binns",1943.0,University of Washington,1956.0,,,,,,,Ninth
Swarthmore College,,,Schroeder, Mary Murphy,,"Schroeder, Mary Murphy",1962.0,University of Chicago,1965.0,,,,,,,Ninth
Morehouse College,,,Farris, Joseph Jerome,,"Farris, Joseph Jerome",1951.0,Clark Atlanta University,1955.0,University of Washington,1958.0,,,,,Ninth
University of Southern California,,,Alarcón, Arthur Lawrence,,"Alarcón, Arthur Lawrence",1949.0,University of Southern California,1951.0,University of Washington,,,,,,Ninth
"University of California, Los Angeles",,,Pregerson, Harry,,"Pregerson, Harry",1947.0,"University of California, Berkeley",1950.0,University of Washington,,,,,,Ninth
"University of Nevada, Reno",,,Ferguson, Warren John,,"Ferguson, Warren John",1942.0,University of Southern California,1949.0,University of Washington,,,,,,Ninth
University of Michigan,,,Poole, Cecil,,"Poole, Cecil",1935.0,University of Michigan,1938.0,Harvard University,1939.0,,,,,Ninth
"University of California, Los Angeles",,,Nelson, Dorothy Wright,,"Nelson, Dorothy Wright",1950.0,"University of California, Los Angeles",1953.0,University of Southern California,1956.0,,,,,Ninth
Yale University,,,Canby, William Cameron,,"Canby, William Cameron",1953.0,University of Minnesota,1956.0,University of Southern California,,,,,,Ninth
Princeton University,,,Norris, William Albert,,"Norris, William Albert",1951.0,Stanford University,1954.0,University of Southern California,,,,,,Ninth
Cornell University,,,Boochever, Robert,,"Boochever, Robert",1939.0,Cornell University,1941.0,University of Southern California,,,,,,Ninth
Pomona College,,,Reinhardt, Stephen Roy,,"Reinhardt, Stephen Roy",1951.0,Yale University,1954.0,University of Southern California,,,,,,Ninth
University of Virginia,,,Beezer, Robert,,"Beezer, Robert",1951.0,University of Virginia,1956.0,University of Southern California,,,,,,Ninth
Stanford University,,,Hall, Cynthia Holcomb,,"Hall, Cynthia Holcomb",1951.0,Stanford University,1954.0,New York University,1960.0,,,,,Ninth
University of Southern California,,,Wiggins, Charles Edward,,"Wiggins, Charles Edward",1953.0,University of Southern California,1956.0,New York University,,,,,,Ninth
"University of California, Hastings College of the Law",,,Brunetti, Melvin,,"Brunetti, Melvin",1964.0,University of Southern California,,,,,,,,Ninth
"University of California, Los Angeles",,,Kozinski, Alex,,"Kozinski, Alex",1972.0,"University of California, Los Angeles",1975.0,,,,,,,Ninth
Harvard University,,,Noonan, John,,"Noonan, John",1946.0,Catholic University of America,1949.0,Catholic University of America,1951.0,Harvard University,1954.0,,,Ninth
University of Southern California,,,Thompson, David,,"Thompson, David",1952.0,University of Southern California,1955.0,Catholic University of America,,,,,,Ninth
St. John's University,,,O'Scannlain, Diarmuid Fionntain,,"O'Scannlain, Diarmuid Fionntain",1957.0,Harvard University,1963.0,University of Virginia,1992.0,,,,,Ninth
University of Portland,,,Leavy, Edward,,"Leavy, Edward",1950.0,University of Notre Dame,1953.0,University of Virginia,,,,,,Ninth
Wesleyan University,,,Trott, Stephen,,"Trott, Stephen",1962.0,Harvard University,1965.0,University of Virginia,,,,,,Ninth
University of Southern California,,,Fernandez, Ferdinand Francis,,"Fernandez, Ferdinand Francis",1958.0,University of Southern California,1962.0,Harvard University,1963.0,,,,,Ninth
Vassar College,,,Rymer, Pamela Ann,,"Rymer, Pamela Ann",1961.0,Stanford University,1964.0,Harvard University,,,,,,Ninth
University of Idaho,,,Nelson, Thomas,,"Nelson, Thomas",1962.0,Stanford University,,,,,,,,Ninth
Wesleyan University,,,Kleinfeld, Andrew Jay,,"Kleinfeld, Andrew Jay",1966.0,Harvard University,1969.0,,,,,,,Ninth
Arizona State University,,,Hawkins, Michael Daly,,"Hawkins, Michael Daly",1967.0,Arizona State University,1970.0,University of Virginia,1998.0,,,,,Ninth
"University of California, Los Angeles",,,Tashima, Atsushi Wallace,,"Tashima, Atsushi Wallace",1958.0,Harvard University,1961.0,University of Virginia,,,,,,Ninth
Montana State University,,,Thomas, Sidney Runyan,,"Thomas, Sidney Runyan",1975.0,University of Montana,1978.0,University of Virginia,,,,,,Ninth
Arizona State University,,,Silverman, Barry,,"Silverman, Barry",1973.0,Arizona State University,1976.0,University of Virginia,,,,,,Ninth
Wellesley College,,,Graber, Susan,,"Graber, Susan",1969.0,Yale University,1972.0,University of Virginia,,,,,,Ninth
University of Wyoming,,,McKeown,,,McKeown,1972.0,Georgetown University,1975.0,University of Virginia,,,,,,Ninth
"University of California, Los Angeles",,,Wardlaw, Kim McLane,,"Wardlaw, Kim McLane",1976.0,"University of California, Los Angeles",1979.0,University of Virginia,,,,,,Ninth
Harvard University,,,Fletcher, William,,"Fletcher, William",1968.0,University of Oxford,1970.0,Yale University,1975.0,,,,,Ninth
"University of California, Santa Barbara",,,Fisher, Raymond,,"Fisher, Raymond",1961.0,Stanford University,1966.0,Yale University,,,,,,Ninth
University of Pennsylvania,,,Gould, Ronald Murray,,"Gould, Ronald Murray",1968.0,University of Michigan,1973.0,Yale University,,,,,,Ninth
Brigham Young University,,,Paez, Richard,,"Paez, Richard",1969.0,"University of California, Berkeley",1972.0,Yale University,,,,,,Ninth
Radcliffe College,,,Berzon, Marsha Siegel,,"Berzon, Marsha Siegel",1966.0,"University of California, Berkeley",1973.0,Yale University,,,,,,Ninth
Santa Clara University,,,Tallman, Richard,,"Tallman, Richard",1975.0,Northwestern University,1978.0,Yale University,,,,,,Ninth
North Carolina A&T State University,,,Rawlinson, Johnnie,,"Rawlinson, Johnnie",1974.0,University of the Pacific,1979.0,Yale University,,,,,,Ninth
Princeton University,,,Clifton, Richard,,"Clifton, Richard",1972.0,Yale University,1975.0,Yale University,,,,,,Ninth
Brigham Young University,,,Bybee, Jay,,"Bybee, Jay",1977.0,Brigham Young University,1980.0,Yale University,,,,,,Ninth
Stanford University,,,Callahan, Consuelo Maria,,"Callahan, Consuelo Maria",1972.0,University of the Pacific,1975.0,University of Virginia,2004.0,,,,,Ninth
Stanford University,,,Bea, Carlos,,"Bea, Carlos",1956.0,Stanford University,1958.0,University of Virginia,,,,,,Ninth
Brigham Young University,,,Smith, Milan Dale,,"Smith, Milan Dale",1966.0,University of Chicago,1969.0,University of Virginia,,,,,,Ninth
"University of California, Berkeley",,,Ikuta, Sandra Segal,,"Ikuta, Sandra Segal",1976.0,Columbia University,1978.0,"University of California, Los Angeles",1988.0,,,,,Ninth
Brigham Young University,,,Smith, N[orman] Randy,,"Smith, N[orman] Randy",1974.0,Brigham Young University,1977.0,"University of California, Los Angeles",,,,,,Ninth
University of Kansas,,,Murguia, Mary Helen,,"Murguia, Mary Helen",1982.0,University of Kansas,1985.0,"University of California, Los Angeles",,,,,,Ninth
University of Washington,,,Christen, Morgan,,"Christen, Morgan",1983.0,Golden Gate University,1986.0,"University of California, Los Angeles",,,,,,Ninth
Occidental College,,,Nguyen, Jacqueline Hong-Ngoc,,"Nguyen, Jacqueline Hong-Ngoc",1987.0,"University of California, Los Angeles",1991.0,"University of California, Los Angeles",,,,,,Ninth
"University of California, Berkeley",,,Watford, Paul Jeffrey,,"Watford, Paul Jeffrey",1989.0,"University of California, Los Angeles",1994.0,"University of California, Los Angeles",,,,,,Ninth
Princeton University,,,Hurwitz, Andrew David,,"Hurwitz, Andrew David",1968.0,Yale University,1972.0,"University of California, Los Angeles",,,,,,Ninth
"University of California, Berkeley",,,Owens, John Byron,,"Owens, John Byron",1993.0,Stanford University,1996.0,"University of California, Los Angeles",,,,,,Ninth
Stanford University,,,Friedland, Michelle Taryn,,"Friedland, Michelle Taryn",1995.0,Stanford University,2000.0,"University of California, Los Angeles",,,,,,Ninth
Union College,,,Bennett, Mark Jeremy,,"Bennett, Mark Jeremy",1976.0,Cornell University,1979.0,"University of California, Los Angeles",,,,,,Ninth
Brigham Young University,,,Nelson, Ryan Douglas,,"Nelson, Ryan Douglas",1996.0,Brigham Young University,1999.0,"University of California, Los Angeles",,,,,,Ninth
Harvard University,,,Miller, Eric David,,"Miller, Eric David",1996.0,University of Chicago,1999.0,"University of California, Los Angeles",,,,,,Ninth
Arizona State University,,,Bade, Bridget Shelton,,"Bade, Bridget Shelton",1987.0,Arizona State University,1990.0,"University of California, Los Angeles",,,,,,Ninth
Harvard University,,,Collins, Daniel Paul,,"Collins, Daniel Paul",1985.0,Stanford University,1988.0,"University of California, Los Angeles",,,,,,Ninth
Cornell University,,,Lee, Kenneth Kiyul,,"Lee, Kenneth Kiyul",1997.0,Harvard University,2000.0,"University of California, Los Angeles",,,,,,Ninth
Harvard University,,,Bress, Daniel Aaron,,"Bress, Daniel Aaron",2001.0,University of Virginia,2005.0,"University of California, Los Angeles",,,,,,Ninth
Brigham Young University - Idaho,,,Forrest, Danielle Jo,,"Forrest, Danielle Jo",1996.0,University of Idaho,2001.0,University of Idaho,2004.0,,,,,Ninth
Yale University,,,Bumatay, Patrick Joseph,,"Bumatay, Patrick Joseph",2000.0,Harvard University,2006.0,University of Idaho,,,,,,Ninth
Montana State University,,,VanDyke, Lawrence James Christopher,,"VanDyke, Lawrence James Christopher",1997.0,Montana State University,2000.0,Bear Valley Bible Institute,2002.0,Harvard University,2005.0,,,Ninth
"Westminster College, Fulton, Missouri",,,Lewis, Robert,,"Lewis, Robert",1880.0,Montana State University,,,,,,,,Tenth
University of Michigan,,,Cotteral, John Hazelton,,"Cotteral, John Hazelton",1885.0,Montana State University,,,,,,,,Tenth
University of Michigan,,,Phillips, Orie Leon,,"Phillips, Orie Leon",1908.0,Montana State University,,,,,,,,Tenth
University of Chicago,,,McDermott, George Thomas,,"McDermott, George Thomas",1908.0,University of Chicago,1909.0,,,,,,,Tenth
,,,Bratton, Sam Gilbert,,"Bratton, Sam Gilbert",1909.0,University of Chicago,,,,,,,,Tenth
,,,Williams, Robert Lee,,"Williams, Robert Lee",1891.0,Southern University and A & M College,1892.0,Southern University and A & M College,1894.0,,,,,Tenth
University of Kansas,,,Huxman, Walter August,,"Huxman, Walter August",1914.0,Southern University and A & M College,,,,,,,,Tenth
University of Oklahoma,,,Murrah, Alfred Paul,,"Murrah, Alfred Paul",1928.0,Southern University and A & M College,,,,,,,,Tenth
University of Nebraska,,,Pickett, John Coleman,,"Pickett, John Coleman",1922.0,Southern University and A & M College,,,,,,,,Tenth
University of Utah,,,Lewis, David Thomas,,"Lewis, David Thomas",1935.0,University of Utah,1937.0,,,,,,,Tenth
University of Colorado,,,Breitenstein, Jean Sala,,"Breitenstein, Jean Sala",1922.0,University of Colorado,1924.0,,,,,,,Tenth
Washburn University,,,Hill, Delmas Carl,,"Hill, Delmas Carl",1929.0,University of Colorado,,,,,,,,Tenth
Stanford University,,,Seth, Oliver,,"Seth, Oliver",1937.0,Yale University,1940.0,,,,,,,Tenth
University of Wyoming,,,Hickey, John Joseph,,"Hickey, John Joseph",1934.0,Yale University,,,,,,,,Tenth
University of Oklahoma,,,Holloway, William Judson,,"Holloway, William Judson",1947.0,Harvard University,1950.0,,,,,,,Tenth
University of Denver,,,McWilliams, Robert Hugh,,"McWilliams, Robert Hugh",1938.0,University of Denver,1941.0,,,,,,,Tenth
University of Wyoming,,,Barrett, James Emmett,,"Barrett, James Emmett",1949.0,University of Denver,,,,,,,,Tenth
Washington University in St. Louis,,,Doyle, William Edward,,"Doyle, William Edward",1937.0,University of Colorado,1940.0,,,,,,,Tenth
Brigham Young University,,,McKay, Monroe,,"McKay, Monroe",1957.0,University of Chicago,1960.0,,,,,,,Tenth
University of Kansas,,,Logan, James Kenneth,,"Logan, James Kenneth",1952.0,Harvard University,1955.0,,,,,,,Tenth
Smith College,,,Seymour, Stephanie Kulp,,"Seymour, Stephanie Kulp",1962.0,Harvard University,1965.0,,,,,,,Tenth
University of Denver,,,Porfilio, John Carbone,,"Porfilio, John Carbone",1956.0,University of Denver,1959.0,,,,,,,Tenth
University of Utah,,,Anderson, Stephen Hale,,"Anderson, Stephen Hale",1960.0,University of Denver,,,,,,,,Tenth
University of Kansas,,,Tacha, Deanell Reece,,"Tacha, Deanell Reece",1968.0,University of Michigan,1971.0,,,,,,,Tenth
New Mexico Military Institute,,,Baldock, Bobby Ray,,"Baldock, Bobby Ray",1956.0,University of Arizona,1960.0,,,,,,,Tenth
University of Wyoming,,,Brorby, Wade,,"Brorby, Wade",1956.0,University of Wyoming,1958.0,,,,,,,Tenth
Northwestern University,,,Ebel, David,,"Ebel, David",1962.0,University of Michigan,1965.0,,,,,,,Tenth
University of Notre Dame,,,Kelly, Paul Joseph,,"Kelly, Paul Joseph",1963.0,Fordham University,1967.0,,,,,,,Tenth
University of Oklahoma,,,Henry, Robert Harlan,,"Henry, Robert Harlan",1974.0,University of Oklahoma,1976.0,,,,,,,Tenth
University of Kansas,,,Briscoe, Mary Beck,,"Briscoe, Mary Beck",1969.0,University of Kansas,1973.0,University of Virginia,1990.0,,,,,Tenth
Adams State University,,,Lucero, Carlos,,"Lucero, Carlos",1961.0,Washington University in St. Louis,1964.0,University of Virginia,,,,,,Tenth
Creighton University,,,Murphy, Michael,,"Murphy, Michael",1969.0,University of Wyoming,1972.0,University of Virginia,,,,,,Tenth
Harvard University,,,Hartz, Harris,,"Hartz, Harris",1967.0,Harvard University,1972.0,University of Virginia,,,,,,Tenth
University of Wyoming,,,O'Brien, Terrence,,"O'Brien, Terrence",1965.0,University of Wyoming,1972.0,University of Virginia,,,,,,Tenth
Michigan State University,,,McConnell, Michael,,"McConnell, Michael",1976.0,University of Chicago,1979.0,University of Virginia,,,,,,Tenth
University of Colorado,,,Tymkovich, Timothy,,"Tymkovich, Timothy",1979.0,University of Colorado,1982.0,University of Virginia,,,,,,Tenth
Columbia University,,,Gorsuch, Neil,,"Gorsuch, Neil",1988.0,Harvard University,1991.0,University of Oxford,2004.0,,,,,Tenth
Wake Forest University,,,Holmes, Jerome,,"Holmes, Jerome",1983.0,Georgetown University,1988.0,Harvard University,2000.0,,,,,Tenth
University of Oxford,,,Matheson, Scott Milne,,"Matheson, Scott Milne",1975.0,Yale University,1980.0,Harvard University,,,,,,Tenth
University of Oklahoma,,,Bacharach, Robert Edwin,,"Bacharach, Robert Edwin",1981.0,Washington University in St. Louis,1985.0,Harvard University,,,,,,Tenth
University of Wyoming,,,Phillips, Gregory Alan,,"Phillips, Gregory Alan",1983.0,University of Wyoming,1987.0,Harvard University,,,,,,Tenth
University of Utah,,,McHugh, Carolyn Baldwin,,"McHugh, Carolyn Baldwin",1978.0,University of Utah,1982.0,Harvard University,,,,,,Tenth
Washburn University,,,Moritz, Nancy Louise,,"Moritz, Nancy Louise",1982.0,Washburn University,1985.0,Harvard University,,,,,,Tenth
Stanford University,,,Eid, Allison Hartwell,,"Eid, Allison Hartwell",1987.0,University of Chicago,1991.0,Harvard University,,,,,,Tenth
Texas Tech University,,,Carson, Joel McElroy III,,"Carson, Joel McElroy III",1994.0,University of New Mexico,1997.0,Harvard University,,,,,,Tenth
Columbia University,,,Rossman, Veronica Sophia,,"Rossman, Veronica Sophia",1993.0,"University of California, Hastings College of the Law",1997.0,Harvard University,,,,,,Tenth
St. Petersburg College,,,Roney, Paul Hitch,,"Roney, Paul Hitch",1940.0,University of Pennsylvania,1942.0,Harvard University,1948.0,University of Virginia,1984.0,,,Eleventh
Mercer University,,,Henderson, Albert John,,"Henderson, Albert John",1947.0,University of Pennsylvania,,,,,,,,Eleventh
University of Georgia,,,Morgan, Lewis Render,,"Morgan, Lewis Render",1935.0,University of Pennsylvania,,,,,,,,Eleventh
Auburn University,,,Godbold, John Cooper,,"Godbold, John Cooper",1940.0,Harvard University,1948.0,,,,,,,Eleventh
Goucher College,,,Kravitch, Phyllis,,"Kravitch, Phyllis",1941.0,University of Maryland,1943.0,,,,,,,Eleventh
Cornell University,,,Tuttle, Elbert Parr,,"Tuttle, Elbert Parr",1918.0,Cornell University,1923.0,,,,,,,Eleventh
University of Alabama,,,Johnson, Frank Minis,,"Johnson, Frank Minis",1943.0,Cornell University,,,,,,,,Eleventh
University of Florida,,,Simpson, John Milton Bryan,,"Simpson, John Milton Bryan",1926.0,Cornell University,,,,,,,,Eleventh
University of South Carolina,,,Hill, James Clinkscales,,"Hill, James Clinkscales",1948.0,Emory University,1948.0,,,,,,,Eleventh
Washington and Lee University,,,Clark, Thomas Alonzo,,"Clark, Thomas Alonzo",1942.0,University of Georgia,1949.0,,,,,,,Eleventh
,,,Rives, Richard Taylor,,"Rives, Richard Taylor",1914.0,University of Georgia,,,,,,,,Eleventh
Florida A&M University,,,Hatchett, Joseph Woodrow,,"Hatchett, Joseph Woodrow",1954.0,Howard University,1959.0,,,,,,,Eleventh
Rollins College,,,Fay, Peter Thorp,,"Fay, Peter Thorp",1951.0,University of Florida,1956.0,,,,,,,Eleventh
University of Alabama,,,Vance, Robert Smith,,"Vance, Robert Smith",1950.0,University of Alabama,1952.0,Washington University in St. Louis,1955.0,,,,,Eleventh
University of Denver,,,Jones, Warren Leroy,,"Jones, Warren Leroy",1924.0,University of Alabama,,,,,,,,Eleventh
Stetson University,,,Dyer, David William,,"Dyer, David William",1933.0,University of Alabama,,,,,,,,Eleventh
Duke University,,,Tjoflat, Gerald Bard,,"Tjoflat, Gerald Bard",1957.0,University of Alabama,,,,,,,,Eleventh
Yale University,,,Anderson, R[obert] Lanier III,,"Anderson, R[obert] Lanier III",1958.0,Harvard University,1961.0,,,,,,,Eleventh
Emory University,,,Edmondson, James Larry,,"Edmondson, James Larry",1968.0,University of Georgia,1971.0,University of Virginia,1990.0,,,,,Eleventh
University of Alabama,,,Cox, Emmett Ripley,,"Cox, Emmett Ripley",1957.0,University of Alabama,1959.0,University of Virginia,,,,,,Eleventh
University of Virginia,,,Birch, Stanley,,"Birch, Stanley",1967.0,Emory University,1970.0,Emory University,1976.0,,,,,Eleventh
University of Alabama,,,Dubina, Joel Fredrick,,"Dubina, Joel Fredrick",1970.0,Samford University,1973.0,Emory University,,,,,,Eleventh
Florida State University,,,Black, Susan Harrell,,"Black, Susan Harrell",1964.0,University of Florida,1967.0,University of Virginia,1984.0,,,,,Eleventh
University of Alabama,,,Carnes, Edward Earl,,"Carnes, Edward Earl",1972.0,Harvard University,1975.0,University of Virginia,,,,,,Eleventh
"St. Joseph's College, Jensen Beach, Florida",,,Barkett, Rosemary,,"Barkett, Rosemary",1959.0,Spring Hill College,1967.0,University of Florida,1970.0,,,,,Eleventh
Randolph College,,,Hull, Frank,,"Hull, Frank",1970.0,Emory University,1973.0,University of Florida,,,,,,Eleventh
"Queens College, City University of New York",,,Marcus, Stanley,,"Marcus, Stanley",1967.0,Harvard University,1971.0,University of Florida,,,,,,Eleventh
University of Notre Dame,,,Wilson, Charles,,"Wilson, Charles",1976.0,University of Notre Dame,1979.0,University of Florida,,,,,,Eleventh
University of Louisiana at Monroe,,,Pryor, William Holcombe,,"Pryor, William Holcombe",1984.0,Tulane University,1987.0,University of Florida,,,,,,Eleventh
Stetson University,,,Martin, Beverly Baldwin,,"Martin, Beverly Baldwin",1976.0,University of Georgia,1981.0,University of Florida,,,,,,Eleventh
University of Miami,,,Jordan, Adalberto Jose,,"Jordan, Adalberto Jose",1984.0,University of Miami,1987.0,University of Florida,,,,,,Eleventh
Cornell University,,,Rosenbaum, Robin Stacie,,"Rosenbaum, Robin Stacie",1988.0,University of Miami,1991.0,University of Florida,,,,,,Eleventh
University of Georgia,,,Carnes, Julie,,"Carnes, Julie",1972.0,University of Georgia,1975.0,University of Florida,,,,,,Eleventh
College of William and Mary,,,Pryor, Jill Anne,,"Pryor, Jill Anne",1985.0,Yale University,1988.0,University of Florida,,,,,,Eleventh
Samford University,,,Newsom, Kevin Christopher,,"Newsom, Kevin Christopher",1994.0,Harvard University,1997.0,University of Florida,,,,,,Eleventh
Davidson College,,,Branch, Elizabeth Lee,,"Branch, Elizabeth Lee",1990.0,Emory University,1994.0,University of Florida,,,,,,Eleventh
Wake Forest University,,,Grant, Britt Cagle,,"Grant, Britt Cagle",2000.0,Stanford University,2007.0,University of Florida,,,,,,Eleventh
University of Florida,,,Luck, Robert Joshua,,"Luck, Robert Joshua",2000.0,University of Florida,2004.0,University of Florida,,,,,,Eleventh
Florida International University,,,Lagoa, Barbara,,"Lagoa, Barbara",1989.0,Columbia University,1992.0,University of Florida,,,,,,Eleventh
Samford University,,,Brasher, Andrew Lynn,,"Brasher, Andrew Lynn",2002.0,Harvard University,2006.0,University of Florida,,,,,,Eleventh
Washington and Lee University,,,Shepard, Seth,,"Shepard, Seth",1868.0,Harvard University,,,,,,,,District of Columbia
Georgetown University,,,Morris, Martin Ferdinand,,"Morris, Martin Ferdinand",1854.0,,1863.0,,,,,,,District of Columbia
,,,Alvey, Richard Henry,,"Alvey, Richard Henry",1849.0,,,,,,,,,District of Columbia
Hamilton College,,,Duell, Charles Holland,,"Duell, Charles Holland",1871.0,Hamilton College,1872.0,,,,,,,District of Columbia
Dickinson College,,,McComas, Louis Emory University,,"McComas, Louis Emory University",1866.0,,1868.0,,,,,,,District of Columbia
,,,Robb, Charles Henry,,"Robb, Charles Henry",1892.0,,,,,,,,,District of Columbia
"Westminster College, New Wilmington, Pennsylvania",,,Van Orsdel, Josiah Alexander,,"Van Orsdel, Josiah Alexander",1885.0,,1890.0,,,,,,,District of Columbia
,,,Smyth, Constantine Joseph,,"Smyth, Constantine Joseph",1885.0,Creighton University,1907.0,,,,,,,District of Columbia
"Heidelberg University, Germany",Wittenberg College,,Martin, George Ewing,,"Martin, George Ewing",1877.0,,1883.0,,,,,,,District of Columbia
Harvard University,Georgetown University,,Hitz, William,,"Hitz, William",1900.0,,,,,,,,,District of Columbia
University of Virginia,Washington and Lee University,,Groner, Duncan Lawrence,,"Groner, Duncan Lawrence",,,,,,,,,,District of Columbia
"University of California, Berkeley",Cornell University,,Stephens, Harold Montelle,,"Stephens, Harold Montelle",1909.0,Harvard University,1913.0,Harvard University,1932.0,,,,,District of Columbia
Stanford University,,,Miller, Justin,,"Miller, Justin",1911.0,University of Montana,1913.0,Stanford University,1914.0,,,,,District of Columbia
Centre College,,,Vinson, Frederick Moore,,"Vinson, Frederick Moore",1909.0,Central University (now Eastern Kentucky University),1911.0,Stanford University,,,,,,District of Columbia
Cornell University,,,Edgerton, Henry White,,"Edgerton, Henry White",1910.0,Harvard University,1914.0,Stanford University,,,,,,District of Columbia
University of Wisconsin,,,Rutledge, Wiley Blount,,"Rutledge, Wiley Blount",1914.0,University of Colorado,1922.0,Stanford University,,,,,,District of Columbia
Princeton University,,,Arnold, Thurman Wesley,,"Arnold, Thurman Wesley",1911.0,Harvard University,1914.0,Stanford University,,,,,,District of Columbia
University of Missouri,,,Clark, Bennett Champ,,"Clark, Bennett Champ",1913.0,Washington University in St. Louis,1914.0,Stanford University,,,,,,District of Columbia
Randolph-Macon College,,,Prettyman, Elijah Barrett,,"Prettyman, Elijah Barrett",1910.0,Randolph-Macon College,1911.0,Georgetown University,1915.0,,,,,District of Columbia
University of Michigan,,,Miller, Wilbur Kingsbury,,"Miller, Wilbur Kingsbury",1916.0,Randolph-Macon College,,,,,,,,District of Columbia
Washington University in St. Louis,,,Proctor, James McPherson,,"Proctor, James McPherson",1904.0,Randolph-Macon College,,,,,,,,District of Columbia
Yale University,,,Washington, George Thomas,,"Washington, George Thomas",1928.0,University of Oxford,1931.0,Yale University,1932.0,,,,,District of Columbia
Georgetown University,,,Fahy, Charles,,"Fahy, Charles",1914.0,University of Oxford,,,,,,,,District of Columbia
Northwestern University,,,Bazelon, David,,"Bazelon, David",1931.0,,1932.0,,,,,,,District of Columbia
Yale University,Yale University,,Danaher, John Anthony,,"Danaher, John Anthony",1920.0,,,,,,,,,District of Columbia
Georgetown University,,,Bastian, Walter Maximillian,,"Bastian, Walter Maximillian",1913.0,,,,,,,,,District of Columbia
Mitchell Hamline School of Law,,,Burger, Warren Earl,,"Burger, Warren Earl",1931.0,,,,,,,,,District of Columbia
